iter	RMSE
397	1.646582817
398	1.645451866
399	1.645029923
400	1.643182689
401	1.641196136
402	1.640683176
403	1.63944529
404	1.638711198
405	1.638474628
406	1.637854853
407	1.636832133
408	1.635598778
409	1.634413806
410	1.63290932
411	1.632227257
412	1.630933434
413	1.630879361
414	1.62983981
415	1.629124551
416	1.628536946
417	1.627329027
418	1.626968766
419	1.625462944
420	1.624334965
421	1.623811737
422	1.623129987
423	1.622177499
424	1.621540678
425	1.620229671
426	1.619747146
427	1.619364716
428	1.618775237
429	1.617857533
430	1.617664071
431	1.617180294
432	1.616871734
433	1.616406618
434	1.615756903
435	1.615102413
436	1.613807908
437	1.6131463
438	1.61239602
439	1.611154244
440	1.610196976
441	1.608939722
442	1.608738407
443	1.608071145
444	1.607139963
445	1.60637474
446	1.605121106
447	1.604418565
448	1.602578142
449	1.601562664
450	1.601338084
451	1.600240861
452	1.599152313
453	1.597970206
454	1.596771943
455	1.595866691
456	1.594908669
457	1.593911829
458	1.592723604
459	1.591440594
460	1.590759061
461	1.590714972
462	1.589942404
463	1.588880186
464	1.587974612
465	1.587047432
466	1.586204528
467	1.585504627
468	1.584604983
469	1.583056779
470	1.582676725
471	1.582202667
472	1.581273525
473	1.581152429
474	1.580010918
475	1.579267446
476	1.57847126
477	1.577128173
478	1.576749229
479	1.575793115
480	1.575022245
481	1.574225315
482	1.573241159
483	1.57204175
484	1.571534249
485	1.570701175
486	1.57059625
487	1.569756523
488	1.567798158
489	1.567517206
490	1.566721151
491	1.56449598
492	1.563192188
493	1.561778177
494	1.560968515
495	1.560377985
496	1.55978028
497	1.559523495
498	1.558973249
499	1.558826324
500	1.55811442
501	1.557283838
502	1.556677345
503	1.555957597
504	1.554709867
505	1.554397766
506	1.553724301
507	1.55258699
508	1.551466094
509	1.551348932
510	1.550096932
511	1.549166275
512	1.548519848
513	1.548309996
514	1.547157457
515	1.545855894
516	1.544854475
517	1.543788848
518	1.542867781
519	1.542073081
520	1.54072634
521	1.540045886
522	1.539870444
523	1.539028623
524	1.53787636
525	1.536870849
526	1.536473013
527	1.535456791
528	1.534606648
529	1.533738318
530	1.532917015
531	1.531956829
532	1.53100657
533	1.530862689
534	1.529172948
535	1.527511417
536	1.526773649
537	1.526579363
538	1.525996272
539	1.525173414
540	1.523568235
541	1.522951618
542	1.522194784
543	1.52181062
544	1.520284156
545	1.520185674
546	1.51878081
547	1.517486333
548	1.516142357
549	1.516050405
550	1.515957844
551	1.515849391
552	1.515156908
553	1.514274063
554	1.513350195
555	1.511917998
556	1.510555986
557	1.509832933
558	1.50904654
559	1.508290052
560	1.508170195
561	1.507517791
562	1.506586822
563	1.505690421
564	1.50527369
565	1.504340032
566	1.503413416
567	1.502620858
568	1.501969588
569	1.500754667
570	1.500307119
571	1.500199238
572	1.49852588
573	1.49752976
574	1.496777258
575	1.49667225
576	1.496003289
577	1.494770618
578	1.494521552
579	1.49417085
580	1.493545301
581	1.492842555
582	1.492385952
583	1.490974405
584	1.490618026
585	1.490313784
586	1.489748897
587	1.489651227
588	1.487937341
589	1.486933023
590	1.486508541
591	1.485870819
592	1.485062275
593	1.483613837
594	1.482791543
595	1.482158777
596	1.481502889
597	1.480923337
598	1.480529155
599	1.478859918
600	1.477403469
601	1.477106244
602	1.47640576
603	1.476307664
604	1.475660348
605	1.475312733
606	1.47452014
607	1.47427897
608	1.473678956
609	1.472876367
610	1.472654958
611	1.471955339
612	1.471417484
613	1.470579939
614	1.470037702
615	1.46942881
616	1.468228941
617	1.46763148
618	1.466340438
619	1.465700614
620	1.464738895
621	1.463117944
622	1.461780935
623	1.461012175
624	1.459605812
625	1.457256278
626	1.456516009
627	1.45551304
628	1.455098986
629	1.453188585
630	1.452319102
631	1.451510741
632	1.450937674
633	1.449960763
634	1.448994269
635	1.44857739
636	1.446553703
637	1.44607918
638	1.445289692
639	1.444776679
640	1.44404809
641	1.442810287
642	1.44231636
643	1.441806091
644	1.440913036
645	1.439853044
646	1.438858734
647	1.436932942
648	1.435892372
649	1.435056632
650	1.434977575
651	1.434657091
652	1.434580177
653	1.433641272
654	1.432147872
655	1.430371161
656	1.430305372
657	1.430133995
658	1.430000509
659	1.429922289
660	1.429326486
661	1.429252291
662	1.428472542
663	1.427175874
664	1.425967662
665	1.424935295
666	1.424458384
667	1.423799478
668	1.423727912
669	1.423364313
670	1.423293917
671	1.421997335
672	1.421582794
673	1.421268659
674	1.42053816
675	1.420014742
676	1.419558756
677	1.419055631
678	1.418656604
679	1.418217614
680	1.416985005
681	1.416921313
682	1.415546623
683	1.414984945
684	1.414925952
685	1.413699291
686	1.413410651
687	1.412765738
688	1.411339867
689	1.41102943
690	1.410970384
691	1.409734236
692	1.409247247
693	1.409186887
694	1.408239344
695	1.408184438
696	1.407051005
697	1.406931076
698	1.406061727
699	1.405918232
700	1.405079251
701	1.403355441
702	1.402855343
703	1.400805094
704	1.398599353
705	1.397525539
706	1.397474594
707	1.397425144
708	1.397376775
709	1.396259923
710	1.394965715
711	1.3944591
712	1.393629945
713	1.392755303
714	1.391845926
715	1.390262398
716	1.389802366
717	1.389313536
718	1.389265847
719	1.388399361
720	1.387954025
721	1.387407142
722	1.386536236
723	1.385891002
724	1.385326118
725	1.384180017
726	1.382762254
727	1.381110554
728	1.380727849
729	1.37880592
730	1.377986401
731	1.377940167
732	1.377745712
733	1.377701283
734	1.376582258
735	1.375371023
736	1.375256265
737	1.375214369
738	1.374257
739	1.374002617
740	1.373909019
741	1.373869698
742	1.372726295
743	1.37179789
744	1.371374888
745	1.371212247
746	1.370866848
747	1.370384027
748	1.369990464
749	1.368813251
750	1.366113138
751	1.365628183
752	1.364504921
753	1.362585318
754	1.361853546
755	1.360948079
756	1.359775823
757	1.358195257
758	1.357777261
759	1.357018015
760	1.3565021
761	1.356089844
762	1.35565108
763	1.354659057
764	1.354351702
765	1.35332308
766	1.353220258
767	1.353008431
768	1.352641185
769	1.351751207
770	1.351337144
771	1.350555191
772	1.35018098
773	1.349260611
774	1.348820927
775	1.34792749
776	1.3471298
777	1.346314504
778	1.345615123
779	1.344564112
780	1.343760103
781	1.342294579
782	1.341976417
783	1.341107705
784	1.340142813
785	1.339327486
786	1.338155516
787	1.337021752
788	1.336366456
789	1.335269471
790	1.33449361
791	1.333676756
792	1.332632429
793	1.331934133
794	1.330991234
795	1.32990994
796	1.329105137
797	1.329004654
798	1.327801647
799	1.327528037
800	1.327158726
801	1.326689872
802	1.326330931
803	1.325468166
804	1.324926459
805	1.324243137
806	1.322921808
807	1.322299662
808	1.322266392
809	1.32041844
810	1.319478428
811	1.31919042
812	1.318651852
813	1.317923567
814	1.316144742
815	1.315423795
816	1.314972993
817	1.314461891
818	1.313781052
819	1.313518885
820	1.312719982
821	1.311996702
822	1.310374029
823	1.309803161
824	1.308941765
825	1.308153537
826	1.306455542
827	1.304859861
828	1.304398998
829	1.303745786
830	1.303389602
831	1.302040365
832	1.301477999
833	1.300982015
834	1.300872647
835	1.299704332
836	1.299192081
837	1.29866268
838	1.298582042
839	1.297988943
840	1.297031031
841	1.296102971
842	1.295682875
843	1.294855527
844	1.294208397
845	1.293144616
846	1.292098838
847	1.291442867
848	1.291109699
849	1.290721977
850	1.29038333
851	1.290061261
852	1.289557969
853	1.289223956
854	1.286964771
855	1.286440684
856	1.285760544
857	1.284626386
858	1.283548126
859	1.282849219
860	1.282347227
861	1.281875157
862	1.281059825
863	1.280313461
864	1.279379046
865	1.278977457
866	1.278438857
867	1.277562317
868	1.275479943
869	1.275156027
870	1.274866058
871	1.274632888
872	1.274530044
873	1.274243847
874	1.274046738
875	1.273922283
876	1.272330103
877	1.271110965
878	1.270132349
879	1.269410925
880	1.268816625
881	1.268530568
882	1.26752357
883	1.266831634
884	1.266440715
885	1.265996212
886	1.265698704
887	1.264959686
888	1.26482772
889	1.264087273
890	1.263369969
891	1.26255328
892	1.261634671
893	1.260933668
894	1.260383826
895	1.260256053
896	1.259921224
897	1.258817905
898	1.25837867
899	1.258093449
900	1.257207003
901	1.25686081
902	1.25654074
903	1.256470506
904	1.256162375
905	1.255332907
906	1.254714583
907	1.254029407
908	1.252973218
909	1.251846513
910	1.251246423
911	1.250592955
912	1.249564736
913	1.249172281
914	1.247841936
915	1.24745707
916	1.24696846
917	1.246647192
918	1.245674286
919	1.245104715
920	1.244859568
921	1.244203174
922	1.244117515
923	1.242932596
924	1.240544264
925	1.239932213
926	1.239429078
927	1.239328365
928	1.238209102
929	1.237857142
930	1.237432887
931	1.236847947
932	1.236287727
933	1.235342734
934	1.234184032
935	1.234007842
936	1.233750723
937	1.233600001
938	1.23321134
939	1.232374172
940	1.231445796
941	1.230816394
942	1.229873835
943	1.229155175
944	1.228666185
945	1.227591519
946	1.225488646
947	1.225216009
948	1.224693227
949	1.223144931
950	1.222569895
951	1.222047685
952	1.221478595
953	1.22115631
954	1.220268001
955	1.219704553
956	1.219367767
957	1.218444679
958	1.217913089
959	1.217607354
960	1.216773332
961	1.216128196
962	1.215755145
963	1.214865913
964	1.21400202
965	1.213267954
966	1.212760911
967	1.212257563
968	1.211448289
969	1.210339181
970	1.209398127
971	1.208093252
972	1.207128626
973	1.206735823
974	1.205963081
975	1.204971449
976	1.204929451
977	1.203997763
978	1.203550019
979	1.202845709
980	1.202500326
981	1.201761552
982	1.201222818
983	1.200780503
984	1.200351646
985	1.199737119
986	1.198666476
987	1.198094
988	1.197337772
989	1.19603322
990	1.195345837
991	1.194778989
992	1.194079687
993	1.19365704
994	1.193573665
995	1.193087624
996	1.192828332
997	1.192054198
998	1.191370969
999	1.190391092
